model_name,dataset_name,accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,AUROC,n_params,accuracy_std,precision_macro_std,precision_weighted_std,recall_macro_std,recall_weighted_std
imagine_cnn,cross_subject_data_0_new_50_subjects,0.5424107142857143,0.5513769564698434,0.5562792197408845,0.5457100672202105,0.5424107142857143,0.6969034273441932,1264684.0,,,,,
imagine_cnn,cross_subject_data_1_new_50_subjects,0.5714285714285714,0.5853200532132182,0.5870464986688299,0.5806602341599018,0.5714285714285714,0.7190108119705161,1264684.0,,,,,
imagine_cnn,cross_subject_data_2_new_50_subjects,0.5290178571428571,0.5454350406522619,0.551578260213209,0.5264677342438343,0.5290178571428571,0.6851216591965763,1264684.0,,,,,
imagine_cnn,cross_subject_data_3_new_50_subjects,0.5758928571428571,0.5842463350744929,0.5821210120347599,0.5751226842877479,0.5758928571428571,0.7164950547480026,1264684.0,,,,,
imagine_cnn,cross_subject_data_4_new_50_subjects,0.5223214285714286,0.5531466541971125,0.5719988430910182,0.5229148941157152,0.5223214285714286,0.6834758750988695,1264684.0,,,,,
imagine_cnn,cross_subject_data_5_new_50_subjects,0.5625,0.5675766449514532,0.5705332989944455,0.5609827264239028,0.5625,0.7077095986022313,1264684.0,,,,,
imagine_cnn,cross_subject_data_6_new_50_subjects,0.5111607142857143,0.5202691675485474,0.5222461328460459,0.5117035613595247,0.5111607142857143,0.6745613852970617,1264684.0,,,,,
imagine_cnn,cross_subject_data_7_new_50_subjects,0.5736607142857143,0.6020253054615186,0.598031913926041,0.5712382566282822,0.5736607142857143,0.7140108514529668,1264684.0,,,,,
imagine_cnn,cross_subject_data_8_new_50_subjects,0.5133928571428571,0.5310155209624834,0.5342427442288391,0.5127808780691546,0.5133928571428571,0.6755510737457209,1264684.0,,,,,
imagine_cnn,cross_subject_data_9_new_50_subjects,0.53125,0.5454205677936057,0.5513696110828107,0.5312300815301985,0.53125,0.6879692265523714,1264684.0,,,,,
imagine_fcn,cross_subject_data_0_new_50_subjects,0.49330357142857145,0.488777302302192,0.49456064257037824,0.4887000091107057,0.49330357142857145,0.6598286182508181,1232900.0,,,,,
imagine_fcn,cross_subject_data_1_new_50_subjects,0.515625,0.5175466672476019,0.5172620184851493,0.5259785518069086,0.515625,0.6822814309003347,1232900.0,,,,,
imagine_fcn,cross_subject_data_2_new_50_subjects,0.46875,0.46559023197419347,0.46810163217301876,0.46568337352418454,0.46875,0.6442583815945451,1232900.0,,,,,
imagine_fcn,cross_subject_data_3_new_50_subjects,0.48214285714285715,0.48617590624353346,0.48411470440430726,0.4819471930769891,0.48214285714285715,0.6542384873023241,1232900.0,,,,,
imagine_fcn,cross_subject_data_4_new_50_subjects,0.46205357142857145,0.46443588075812303,0.47564319316618126,0.4598588634301811,0.46205357142857145,0.64091572748434,1232900.0,,,,,
imagine_fcn,cross_subject_data_5_new_50_subjects,0.5178571428571429,0.5253392014406358,0.5280019992814562,0.5175758337523043,0.5178571428571429,0.6785466535073125,1232900.0,,,,,
imagine_fcn,cross_subject_data_6_new_50_subjects,0.4799107142857143,0.4835197630652176,0.48445106030333296,0.4821387901663131,0.4799107142857143,0.6545660934656135,1232900.0,,,,,
imagine_fcn,cross_subject_data_7_new_50_subjects,0.5133928571428571,0.513872603297582,0.5118519307314575,0.5153687904167443,0.5133928571428571,0.6763987783027747,1232900.0,,,,,
imagine_fcn,cross_subject_data_8_new_50_subjects,0.5401785714285714,0.5381222750048806,0.5393095216791083,0.5377223106744822,0.5401785714285714,0.6921765700032643,1232900.0,,,,,
imagine_fcn,cross_subject_data_9_new_50_subjects,0.5245535714285714,0.5165836504010256,0.5212610148861374,0.5187514682171039,0.5245535714285714,0.6801529407451903,1232900.0,,,,,
imagine_gcn,cross_subject_data_0_new_50_subjects,0.46651785714285715,0.4614571271223912,0.46815066835852537,0.4621370757702153,0.46651785714285715,0.6421588068314596,1232900.0,,,,,
imagine_gcn,cross_subject_data_1_new_50_subjects,0.47544642857142855,0.477014959190128,0.4778185312712739,0.4812893356388437,0.47544642857142855,0.6530869633259608,1232900.0,,,,,
imagine_gcn,cross_subject_data_2_new_50_subjects,0.49776785714285715,0.4889421276866849,0.4929942371005449,0.49162306512392795,0.49776785714285715,0.6620767205083123,1232900.0,,,,,
imagine_gcn,cross_subject_data_3_new_50_subjects,0.49107142857142855,0.5079653393329577,0.5054199935540032,0.4846465853330851,0.49107142857142855,0.6566357128793234,1232900.0,,,,,
imagine_gcn,cross_subject_data_4_new_50_subjects,0.5133928571428571,0.5154224141775183,0.5267646086887939,0.5107760850557787,0.5133928571428571,0.6747911727135316,1232900.0,,,,,
imagine_gcn,cross_subject_data_5_new_50_subjects,0.4799107142857143,0.5000631750207698,0.503274476611643,0.48321272953625893,0.4799107142857143,0.65535903919402,1232900.0,,,,,
imagine_gcn,cross_subject_data_6_new_50_subjects,0.5133928571428571,0.5322075722078365,0.5345458364474575,0.5171093111460084,0.5133928571428571,0.6778078868990768,1232900.0,,,,,
imagine_gcn,cross_subject_data_7_new_50_subjects,0.515625,0.514166882678886,0.513976376326335,0.5185779853139187,0.515625,0.6786617447518739,1232900.0,,,,,
imagine_gcn,cross_subject_data_8_new_50_subjects,0.46205357142857145,0.4625541981884617,0.4641739118547682,0.4587064615565853,0.46205357142857145,0.6396241121976581,1232900.0,,,,,
imagine_gcn,cross_subject_data_9_new_50_subjects,0.48660714285714285,0.49926900207658875,0.5041085869799546,0.4852617954303334,0.48660714285714285,0.6573625701312484,1232900.0,,,,,
imagine_gcn_auto,cross_subject_data_0_new_50_subjects,0.5513392857142857,0.5471309995340169,0.5588460683012139,0.5468631922561558,0.5513392857142857,0.6992018018104341,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_1_new_50_subjects,0.5580357142857143,0.564952420112782,0.5629674685458065,0.5626434846590632,0.5580357142857143,0.7072494379516057,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_2_new_50_subjects,0.5580357142857143,0.5561561765818989,0.5607054347978636,0.5547509703570963,0.5580357142857143,0.7039061181439836,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_3_new_50_subjects,0.5602678571428571,0.5602147265541462,0.5611241225043407,0.5610474957559611,0.5602678571428571,0.7072448879904619,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_4_new_50_subjects,0.5334821428571429,0.5754785671074238,0.5934578499049348,0.535616840250674,0.5334821428571428,0.6916937571757912,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_5_new_50_subjects,0.6026785714285714,0.6069172303561241,0.6100697517122583,0.6033444360650243,0.6026785714285714,0.7356641917902087,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_6_new_50_subjects,0.5111607142857143,0.5130696292374507,0.5150079082249238,0.5108225771643203,0.5111607142857143,0.6740630158412454,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_7_new_50_subjects,0.5647321428571429,0.5653507959657692,0.5637655285943579,0.5650913664340774,0.5647321428571429,0.7097835244141966,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_8_new_50_subjects,0.5401785714285714,0.5437524976796588,0.5459472685177126,0.5383846911746856,0.5401785714285714,0.6926479861369363,1236996.0,,,,,
imagine_gcn_auto,cross_subject_data_9_new_50_subjects,0.5736607142857143,0.5687168342410278,0.5724108109152751,0.5693165572588244,0.5736607142857143,0.7136251358167103,1236996.0,,,,,
imagine_gcram,cross_subject_data_0_new_50_subjects,0.53125,0.535715218323914,0.546842300374909,0.5297997671383967,0.53125,0.6873732157621932,1462316.0,,,,,
imagine_gcram,cross_subject_data_1_new_50_subjects,0.5446428571428571,0.5521875533118529,0.5501292830695872,0.5514367500202766,0.5446428571428571,0.699496053125204,1462316.0,,,,,
imagine_gcram,cross_subject_data_2_new_50_subjects,0.5758928571428571,0.5772304987603204,0.5818649230874705,0.5739102994279871,0.5758928571428571,0.7165105607147744,1462316.0,,,,,
imagine_gcram,cross_subject_data_3_new_50_subjects,0.5870535714285714,0.5960021432438816,0.5962530338761294,0.5854026446726228,0.5870535714285714,0.7237097860829966,1462316.0,,,,,
imagine_gcram,cross_subject_data_4_new_50_subjects,0.5580357142857143,0.5666236225895317,0.5829297182457694,0.554830207685578,0.5580357142857143,0.7047354040593911,1462316.0,,,,,
imagine_gcram,cross_subject_data_5_new_50_subjects,0.5825892857142857,0.5887937550499127,0.5914857861247947,0.5842214022361081,0.5825892857142857,0.7227592705988248,1462316.0,,,,,
imagine_gcram,cross_subject_data_6_new_50_subjects,0.5691964285714286,0.5837052967591841,0.5869599284284401,0.5702899573885812,0.5691964285714286,0.7136300268428097,1462316.0,,,,,
imagine_gcram,cross_subject_data_7_new_50_subjects,0.5758928571428571,0.5760018989450025,0.5763835592067231,0.5757436138030767,0.5758928571428571,0.717135812133505,1462316.0,,,,,
imagine_gcram,cross_subject_data_8_new_50_subjects,0.578125,0.5928160653715695,0.5964723745649971,0.5780541836530704,0.578125,0.7190198969806142,1462316.0,,,,,
imagine_gcram,cross_subject_data_9_new_50_subjects,0.5803571428571429,0.584128198530958,0.590422703994539,0.5788203881760677,0.5803571428571429,0.7198492657950212,1462316.0,,,,,
imagine_gcram_auto,cross_subject_data_0_new_50_subjects,0.53125,0.5325978417239717,0.5425605323313029,0.5281220918545362,0.53125,0.6863815107887293,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_1_new_50_subjects,0.5625,0.5637139314805777,0.5639748056767415,0.5717790478729752,0.5625,0.7129474687458646,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_2_new_50_subjects,0.5401785714285714,0.5378537891287254,0.5414944756008954,0.5378508403206419,0.5401785714285714,0.6924334707590807,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_3_new_50_subjects,0.6205357142857143,0.6230524139816176,0.6220534524501024,0.6209026708106591,0.6205357142857143,0.7470176133431057,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_4_new_50_subjects,0.5424107142857143,0.5510107461575308,0.5666438992056533,0.5397453605447377,0.5424107142857143,0.6945948390828618,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_5_new_50_subjects,0.6071428571428571,0.6192951701011332,0.6241742365072239,0.6084364301276065,0.6071428571428571,0.7391426705504816,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_6_new_50_subjects,0.5580357142857143,0.5696769524850898,0.5729222165733862,0.5585719894206133,0.5580357142857143,0.7058928345791627,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_7_new_50_subjects,0.5758928571428571,0.5803240459406902,0.5772146797768694,0.5778796810606274,0.5758928571428571,0.7179662616844658,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_8_new_50_subjects,0.5625,0.5691787991245599,0.5715148070361459,0.5603182585693581,0.5625,0.7073438942638615,795948.0,,,,,
imagine_gcram_auto,cross_subject_data_9_new_50_subjects,0.5669642857142857,0.5687532400769436,0.5751338037415978,0.5633407596370485,0.5669642857142857,0.7098261862753328,795948.0,,,,,
imagine_rnn,cross_subject_data_0_new_50_subjects,0.34598214285714285,0.3508552491218445,0.35734158463042903,0.34784464256729825,0.34598214285714285,0.5654025302134911,893956.0,,,,,
imagine_rnn,cross_subject_data_1_new_50_subjects,0.41294642857142855,0.4124868697478992,0.41194622380202084,0.4127822545536301,0.41294642857142855,0.6078132588211599,893956.0,,,,,
imagine_rnn,cross_subject_data_2_new_50_subjects,0.3794642857142857,0.376822868645891,0.37904620998085753,0.3776141721299185,0.3794642857142857,0.58536621633153,893956.0,,,,,
imagine_rnn,cross_subject_data_3_new_50_subjects,0.41964285714285715,0.4208856997689646,0.4235257859758611,0.41577839584036064,0.41964285714285715,0.6110971326354367,893956.0,,,,,
imagine_rnn,cross_subject_data_4_new_50_subjects,0.359375,0.3738649342237219,0.38334171295295866,0.36227418217071317,0.359375,0.5750672806397583,893956.0,,,,,
imagine_rnn,cross_subject_data_5_new_50_subjects,0.33482142857142855,0.33639341008054874,0.3358570508566725,0.3461867653044124,0.33482142857142855,0.5632893231240492,893956.0,,,,,
imagine_rnn,cross_subject_data_6_new_50_subjects,0.31919642857142855,0.3252203880445812,0.3249788207648529,0.3195859276707901,0.31919642857142855,0.5462705019736315,893956.0,,,,,
imagine_rnn,cross_subject_data_7_new_50_subjects,0.390625,0.39068587743718214,0.3913307414559757,0.3884526279347251,0.390625,0.5924292513710717,893956.0,,,,,
imagine_rnn,cross_subject_data_8_new_50_subjects,0.3482142857142857,0.3501925434844211,0.35132478033472697,0.348618590384327,0.3482142857142857,0.5658087784535655,893956.0,,,,,
imagine_rnn,cross_subject_data_9_new_50_subjects,0.38392857142857145,0.3958547020722928,0.3997175190993215,0.3857020449492099,0.38392857142857145,0.5906690574120288,893956.0,,,,,
