model_name,accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,AUROC,n_params,accuracy_std,precision_macro_std,precision_weighted_std,recall_macro_std,recall_weighted_std
imagine_cnn,0.514375,0.5229804763096964,0.5258028958981178,0.5171275306712586,0.514375,0.677687525765484,1264684.0,0.028724324283706935,0.027692628731447004,0.03167429749951554,0.028490495874835393,0.028724324283706935
imagine_fcn,0.49812500000000004,0.5032518453640293,0.5064848418185554,0.4991717153974416,0.49812500000000004,0.6659097314088533,1232900.0,0.03523852256015029,0.03032668310141602,0.028158110247951153,0.034241102275000185,0.03523852256015029
imagine_gcn,0.46187500000000004,0.4699649373358614,0.4745938230495213,0.46106683001383225,0.46187500000000004,0.6408164963560962,1232900.0,0.05157670258944438,0.0551230028540829,0.056024263088790285,0.05239559254447393,0.05157670258944438
imagine_gcn_auto,0.54,0.5434371513754802,0.5470558774374402,0.5416743188316889,0.54,0.6942153125599402,1236996.0,0.027512623365365287,0.027822544509979973,0.024764569789397187,0.030421867922224035,0.027512623365365287
imagine_gcram,0.54375,0.5574088041379701,0.5608340018854749,0.5432335412196876,0.54375,0.6955964179409669,1462316.0,0.05179084539440026,0.03755423075910336,0.039674921094625476,0.05361345847578496,0.05179084539440026
imagine_gcram_auto,0.560625,0.5610034233437027,0.5637293475752411,0.5593931689720811,0.560625,0.7062778917553539,795948.0,0.05270874505768049,0.05593766999035883,0.05430638078807763,0.05454340411722288,0.05270874505768049
imagine_rnn,0.34750000000000003,0.3539475071135418,0.35727276566798205,0.3467324415380152,0.34750000000000003,0.5644754182028366,893956.0,0.04031128874149276,0.051592801252134265,0.049556907892914684,0.03982405809096587,0.04031128874149276
